cited_id,citing_id
2590,1647
2757,1647
2969,1647
3180,1648
2882,1648
3118,1650
2545,1650
3956,1652
3212,1653
2995,1654
3485,1655
3771,1655
3554,1655
3684,1656
2816,1656
2658,1656
3392,1656
3984,1656
3825,1656
3000,1656
3128,1656
3149,1656
2692,1656
3953,1656
3210,1656
2835,1656
2970,1656
2714,1657
3704,1657
2968,1657
3290,1658
1872,1660
3776,1663
2757,1663
3036,1663
2797,1664
3784,1664
2534,1664
2685,1664
3913,1664
3618,1667
820,1667
2078,1667
3209,1667
3107,1667
3923,1667
2803,1667
2912,1667
3760,1668
1133,1670
3811,1671
1952,1671
1545,1671
3666,1672
3978,1672
3307,1672
3036,1673
3420,1673
2165,1673
2685,1674
3485,1674
3804,1674
3931,1674
3166,1674
3666,1674
3771,1674
2952,1674
3246,1674
3956,1674
3147,1674
