doc_id,label,year,local_citations,global_citations
1430,Diehr J. (2025),2025,0,11
1431,Liu J. (2025),2025,2,17
1433,Gholami F. (2024),2024,0,2
1442,Hardiman-Mostow H. (2025),2025,0,0
1443,Konrad P.M. (2025),2025,0,1
1444,Debnath J. (2024),2024,0,7
1445,Rahman S. (2024),2024,2,14
1448,Shanker S. (2025),2025,0,0
1449,Al-Shamrani S.H. (2025),2025,0,0
1451,Kumar R. (2024),2024,0,4
1452,Ye J. (2025),2025,0,1
1455,Hussaine S.M. (2025),2025,2,5
1456,Kumar B.V. (2025),2025,0,0
1459,Zhu M. (2025),2025,0,1
1464,Zhang X. (2025),2025,0,4
1465,Alotaibi E. (2024),2024,1,130
1466,Singh S.S. (2025),2025,0,1
1468,Yan Q. (2025),2025,0,0
1472,Hamid H. (2025),2025,0,3
1475,Brevus V. (2025),2025,0,0
1477,Dinesh S. (2025),2025,0,0
1479,Tsutsumida N. (2025),2025,0,1
1480,Huang J. (2024),2024,0,10
1484,Priyadharshini L. (2024),2024,0,4
1485,Yousefi Z. (2025),2025,0,0
1487,Wang J. (2024),2024,1,22
1488,Drobnjak S. (2025),2025,0,0
1492,Pimpalkar A. (2025),2025,0,0
1494,Islam M.M. (2025),2025,0,0
1495,Yazdani M. (2025),2025,0,16
1496,Kasturi N. (2024),2024,0,2
1497,Nakano S. (2025),2025,0,0
1500,Ming D. (2024),2024,0,0
1501,Cheng C.-S. (2024),2024,0,8
1504,Albahri A.S. (2024),2024,21,230
1505,Samadi S. (2024),2024,2,4
1506,Nguyen Van L. (2024),2024,0,5
1507,Zhou Z. (2024),2024,0,9
1510,Akhyar A. (2024),2024,13,97
1513,Kuradusenge M. (2024),2024,0,1
1514,Gao Z. (2024),2024,0,1
1519,Santhi V. (2024),2024,0,3
1520,Yu C. (2024),2024,1,9
1522,Li W. (2024),2024,3,9
1523,Lee G.Y. (2024),2024,0,21
1524,Akinboyewa T. (2024),2024,4,33
1526,Singha C. (2024),2024,3,44
1527,AlAli Z.T. (2024),2024,1,9
1528,Wiguna S. (2024),2024,1,3
1529,Pham T.M. (2024),2024,1,6
1532,Shetty H. (2024),2024,0,0
1533,Rai A.K. (2024),2024,1,15
1535,Peng J. (2024),2024,6,21
1536,Chang M. (2024),2024,3,13
1537,Shafik W. (2024),2024,0,4
1539,Bhatta S. (2024),2024,0,2
1540,Jiang W. (2024),2024,0,28
1541,Kesavan H. (2024),2024,1,10
1545,Yang S. (2024),2024,5,55
1546,Wang X. (2024),2024,3,19
1549,Maharjan M. (2024),2024,4,22
1556,Chen M. (2024),2024,1,17
1557,Chandra N. (2024),2024,3,24
1559,Karampotsis E. (2024),2024,2,10
1565,Zhang A. (2024),2024,1,10
1566,Abba S.I. (2024),2024,0,5
1567,Krishna D.S. (2024),2024,2,20
1568,Feng X. (2024),2024,2,19
1569,Li P. (2024),2024,6,45
1570,Ghosh B. (2024),2024,10,35
1572,Li C. (2024),2024,0,24
1573,Abdalzaher M.S. (2024),2024,4,33
1577,Ibrahim S.P.S. (2024),2024,0,3
1578,Saleh T. (2024),2024,7,32
1580,Rezvani S.M. (2024),2024,3,21
1581,Zheng E. (2024),2024,0,3
1584,Sun Q. (2024),2024,1,3
1585,Melati D.N. (2024),2024,2,18
1587,Xiong Q. (2024),2024,0,17
1589,A. Saleh R. (2024),2024,0,18
1590,Naito S. (2024),2024,0,0
1591,Patil S.C. (2024),2024,0,0
1594,Tran T.X. (2024),2024,2,6
1597,Ren F. (2024),2024,1,3
1598,Di Bacco M. (2024),2024,0,3
1599,Wang X. (2024),2024,0,14
1601,Deng A.A.N. (2024),2024,0,14
1603,Xie Y. (2024),2024,2,62
1605,Liang R. (2024),2024,1,18
1606,Liu Q. (2024),2024,0,5
1607,Singh R. (2024),2024,1,18
1609,Beibei L. (2024),2024,0,5
1610,Wang J. (2024),2024,1,16
1611,Bashir M.H. (2024),2024,2,44
1613,Zhu H. (2024),2024,0,11
1614,Wang N. (2024),2024,3,68
1615,Zhao H. (2024),2024,3,23
1617,Zhao Y. (2024),2024,2,11
1618,Yin P. (2024),2024,1,3
1619,Selvanayaki S. (2024),2024,2,2
1621,Yang L. (2024),2024,0,43
1622,Shamsuzzoha M. (2024),2024,0,10
1623,Sodeinde O.R. (2024),2024,2,4
1624,Pan X. (2024),2024,0,1
1625,Ma K. (2024),2024,2,23
1626,Jiang J. (2024),2024,1,41
1627,Li W. (2024),2024,0,8
1630,Arpitha G.A. (2024),2024,0,7
1636,Singh C.R. (2024),2024,3,33
1637,Khan M.A. (2024),2024,0,11
1638,Hernanto H.A. (2024),2024,0,1
1639,Huangfu W. (2024),2024,2,13
1641,Panfilova T. (2024),2024,3,32
1642,Ochiai K. (2024),2024,0,2
1643,Han X. (2024),2024,0,21
1644,Xu Z. (2024),2024,0,7
1645,Varlas G. (2024),2024,0,3
1646,Abraham K. (2024),2024,2,7
1647,Sener A. (2024),2024,4,22
1648,Garg A. (2024),2024,0,9
1650,McNally S. (2024),2024,0,2
1652,Qin G. (2024),2024,0,2
1653,Sonet M.S. (2024),2024,0,12
1654,Li H. (2024),2024,0,3
1655,Sathya D. (2024),2024,1,4
1656,Amitrano D. (2024),2024,22,166
1657,Adhikari S. (2024),2024,0,1
1658,Godara N. (2024),2024,0,1
1660,Van L.N. (2024),2024,2,26
1663,Yasi E. (2024),2024,6,12
1664,Thota J.R. (2024),2024,1,2
1667,Dar S.S. (2024),2024,1,9
1668,Lin P. (2024),2024,3,16
1670,Farhadi H. (2024),2024,1,23
1671,Sun L. (2024),2024,0,17
1672,Devi C.M. (2024),2024,0,4
1673,Alamsyah S.E. (2024),2024,0,3
1674,Satishkumar D. (2024),2024,0,0
1677,Bania A. (2024),2024,1,7
1678,Xi L. (2024),2024,6,25
1680,Bhatta S. (2024),2024,1,17
1683,Ma Y. (2024),2024,8,378
1684,Zarski M. (2024),2024,1,4
1685,Papyan N. (2024),2024,4,64
1686,Anh N.D. (2024),2024,0,0
1688,Giri K.S.V. (2024),2024,1,13
1689,Chandra R. (2024),2024,3,9
1690,Lin S. (2024),2024,2,8
1691,Qiao H. (2024),2024,0,2
1692,Shu B. (2024),2024,0,15
1694,Zhang H. (2024),2024,0,11
1696,Hu L. (2024),2024,1,6
1697,Kumaraswamy E. (2024),2024,0,0
1700,Liu Z. (2024),2024,3,35
1706,Cheraghi A. (2024),2024,0,8
1710,Firoozi A.A. (2024),2024,0,7
1711,Varsha V.R. (2024),2024,5,21
1713,Jabbar M.A. (2024),2024,0,0
1714,Zhou H. (2024),2024,0,7
1717,Zhao J. (2024),2024,1,17
1719,Yang J. (2024),2024,2,20
1721,Estevao J.M.C. (2024),2024,2,19
1725,Boroujeni S.P.H. (2024),2024,8,146
1726,Shivarudrappa H.R. (2024),2024,0,1
1727,Hacefendioglu K. (2024),2024,0,9
1731,Qin H. (2024),2024,5,94
1732,Arunkumar R. (2024),2024,0,1
1734,Wang H. (2024),2024,5,32
1735,Soleimani R. (2024),2024,1,13
1736,Pandey S. (2024),2024,0,1
1737,Mangukiya N.K. (2024),2024,1,11
1738,Liang Z. (2024),2024,1,3
1739,Zhang A. (2024),2024,0,3
1742,Mustafa A.M. (2024),2024,7,21
1743,Fang C. (2024),2024,7,42
1747,Tsai F.J. (2024),2024,2,3
1751,Chandra N. (2024),2024,1,13
1752,Rana V.K. (2024),2024,1,6
1753,Lee C.-C. (2024),2024,0,10
1756,Mohammed S. (2024),2024,0,34
1757,Wu L. (2024),2024,1,21
1760,Sui T. (2024),2024,1,25
1763,Manikannan K. (2024),2024,0,0
1764,Mishra S.K. (2024),2024,0,0
1771,Vaidya H. (2024),2024,0,5
1772,Tan W. (2024),2024,7,26
1774,Suarez D. (2024),2024,0,24
1776,Nguyen H.D. (2024),2024,0,9
1777,Chiguware T. (2024),2024,0,4
1779,Qiao W. (2024),2024,1,20
1782,Yang Y. (2024),2024,0,4
1785,Saleem M.R. (2024),2024,0,8
1786,Nab A.W. (2024),2024,0,8
1790,Kishore F. (2024),2024,1,1
1792,Chamatidis I. (2024),2024,3,21
1797,Wei R. (2024),2024,1,14
1799,Xu Q. (2024),2024,2,21
1800,Yu M. (2024),2024,0,4
1804,Ho Ro S. (2024),2024,1,19
1806,Blomeier E. (2024),2024,6,23
1807,Danish M.U. (2024),2024,0,5
1809,Wu L. (2024),2024,6,27
1810,Cheng Q. (2024),2024,1,22
1811,Chen X. (2024),2024,2,15
1812,Jia S. (2024),2024,1,11
1813,Hacefendioglu K. (2024),2024,0,29
1816,Saha A. (2024),2024,7,38
1817,Bharti S. (2024),2024,0,1
1818,Muksimova S. (2024),2024,0,4
1820,Zhang S. (2024),2024,0,8
1822,Li Z. (2024),2024,0,6
1823,Li Z. (2024),2024,3,19
1824,Ahmed I. (2024),2024,3,30
1825,Astarita V. (2024),2024,2,48
1827,Ozdemir S. (2024),2024,0,0
1830,Zhang X. (2024),2024,2,39
1831,Arora G. (2024),2024,0,2
1832,Abd Rabuh A. (2024),2024,0,3
1833,Nehete P.U. (2024),2024,3,9
1834,Hu X. (2024),2024,1,10
1835,Deborah N. (2024),2024,0,2
1836,Gupta T. (2024),2024,0,10
1837,Choi I.-H. (2024),2024,0,2
1838,Di Luccio D. (2024),2024,0,4
1839,Cheng C.-S. (2024),2024,3,21
1840,Guo J. (2024),2024,0,29
1843,Saini M. (2024),2024,1,6
1844,Revathy J.S. (2024),2024,0,2
1845,Akinsoji A.H. (2024),2024,2,19
1846,Abraham K. (2024),2024,6,31
1848,Liu Z. (2024),2024,0,12
1849,Huang B. (2024),2024,7,29
1850,Faiz T.I. (2024),2024,2,54
1851,Cian F. (2024),2024,2,22
1852,Bai Z. (2024),2024,3,16
1853,Sharma N. (2024),2024,11,120
1855,Albanwan H. (2024),2024,0,28
1857,Li C. (2024),2024,2,15
1859,Zhang S. (2024),2024,0,9
1863,Ouaissa M. (2024),2024,1,3
1869,Sener A. (2024),2024,5,23
1870,Lindenschmidt K.-E. (2024),2024,0,3
1871,Hamdi S. (2024),2024,0,0
1872,Kulinan A.S. (2024),2024,2,21
1875,Sathianarayanan M. (2024),2024,6,38
1876,Sun Y. (2024),2024,2,16
1877,Jin H. (2024),2024,1,9
1879,Kow P.-Y. (2024),2024,0,46
1883,Tasnuva A. (2024),2024,0,11
1885,Zhu X. (2024),2024,8,54
1886,Wieland M. (2024),2024,0,0
1887,Debata S. (2024),2024,3,9
1888,Li Y. (2024),2024,0,8
1889,Yazdani M. (2024),2024,2,21
1892,Wang Y. (2024),2024,2,32
1893,Li C.-D. (2024),2024,0,4
1895,Allegri E. (2024),2024,0,22
1896,Yu J. (2024),2024,0,17
1898,Al Shafian S. (2024),2024,9,74
1899,Jahanbani M. (2024),2024,6,43
1900,Li L. (2024),2024,1,6
1901,Xie R. (2024),2024,0,3
1903,Zhang X. (2024),2024,1,6
1904,Zou Y. (2024),2024,0,14
1907,Ren M. (2024),2024,0,6
1908,Luo H. (2024),2024,1,6
1910,Soomro S.-E.-E. (2024),2024,2,29
1913,Li X. (2024),2024,0,1
1914,Chen L. (2024),2024,2,11
1915,Cao Q.D. (2024),2024,0,5
1916,Md.Sharafat C. (2024),2024,0,77
1917,Yan Z. (2024),2024,12,67
1920,Akcin H. (2024),2024,0,4
1921,Subha J. (2024),2024,0,2
1922,Kappi M. (2024),2024,4,16
1924,Dong L. (2024),2024,0,6
1925,Liu J. (2024),2024,4,8
1926,Lu W. (2024),2024,1,4
1927,Halder B. (2024),2024,0,6
1928,Selvakumar P. (2024),2024,0,8
1930,Leggesse E.S. (2024),2024,1,6
1931,Ozen F. (2024),2024,2,13
1932,Peters S. (2024),2024,1,16
1933,Yang C. (2024),2024,1,11
1934,Saeed U. (2024),2024,3,11
1936,Shianios D. (2024),2024,2,14
1939,Garzon J.L. (2024),2024,0,12
1940,Kulkarni R.V. (2024),2024,0,0
1945,Zhang H. (2024),2024,0,20
1947,Hou H. (2024),2024,6,20
1948,Kim J.-M. (2024),2024,0,9
1950,Huang F. (2024),2024,9,52
1952,Braik A.M. (2024),2024,13,54
1955,Yesilbas B. (2024),2024,0,0
1956,Shaik R.K. (2024),2024,0,3
1962,Gu J. (2024),2024,6,33
1964,Ezhilarasan D. (2024),2024,0,0
1965,Wang L. (2024),2024,2,14
1966,Yu T. (2024),2024,0,20
1968,Xu W. (2024),2024,0,11
1969,Yananto A. (2024),2024,0,7
1970,Yao J. (2024),2024,0,18
1971,Satishkumar D. (2024),2024,1,4
1972,Zeng Y.-F. (2024),2024,8,32
1973,Scorzini A.R. (2024),2024,3,9
1974,Hong H. (2024),2024,4,38
1975,Liu Z. (2024),2024,2,25
1977,Subburaj J. (2024),2024,1,3
1978,Cheng G. (2024),2024,3,28
1979,Widya L.K. (2024),2024,3,24
1981,Kong L. (2024),2024,0,6
1984,Jangid P.K. (2024),2024,0,3
1985,Biswas S. (2024),2024,4,23
1990,Parvanov S. (2024),2024,0,0
1991,Tang J. (2024),2024,4,21
1992,Zhang Y. (2024),2024,0,13
1993,Wu H. (2024),2024,0,15
1995,Prianes F. (2024),2024,0,0
1996,Xu L. (2024),2024,2,27
1999,Chen Z. (2024),2024,1,11
2000,Teoh J. (2024),2024,1,13
2001,Rahnemoonfar M. (2023),2023,12,100
2003,Early J. (2023),2023,0,1
2004,Kang C. (2023),2023,0,21
2005,Sdraka M. (2024),2024,0,12
2007,Miao F. (2023),2023,2,77
2008,Abdalzaher M.S. (2023),2023,8,71
2010,Al-Rajab M. (2024),2024,0,5
2012,Sharma A. (2024),2024,0,1
2013,Yu H. (2023),2023,2,9
2016,Razavi-Termeh S.V. (2023),2023,3,68
2017,Vignesh M. (2024),2024,1,2
2018,Wu W. (2024),2024,0,5
2020,Zhang H. (2023),2023,1,18
2031,Kanth R.K. (2024),2024,0,0
2034,Bekkaye J.H. (2023),2023,2,6
2035,Reis H.C. (2023),2023,3,81
2037,Huang Y. (2023),2023,2,29
2043,Kumari N. (2024),2024,1,1
2044,Liu J. (2023),2023,3,16
2047,Zhang J. (2023),2023,0,14
2048,Thirugnanasammandamoorthi P. (2024),2024,0,0
2050,Kaur N. (2023),2023,18,81
2055,Kumar C. (2024),2024,0,2
2056,Huang Y. (2024),2024,5,32
2057,Piadeh F. (2023),2023,2,50
2058,Adriano B. (2023),2023,2,5
2059,Yuwono B.D. (2024),2024,0,2
2060,Mittal B. (2024),2024,1,2
2061,Chen Y. (2023),2023,1,51
2064,Wei J. (2024),2024,0,1
2067,Wei R. (2023),2023,11,40
2068,Parasher S. (2024),2024,1,2
2069,Seng N.L.K. (2024),2024,0,0
2071,Wang X. (2024),2024,0,3
2073,Wen H. (2023),2023,2,13
2074,Kalafatis A. (2024),2024,0,2
2075,Sinha R.K. (2024),2024,3,14
2076,Adriano B. (2024),2024,0,0
2078,Karimiziarani M. (2023),2023,14,69
2079,Sundriyal Y. (2024),2024,0,7
2080,Islam A.M. (2023),2023,2,23
2083,Shastry A. (2023),2023,10,103
2084,Edinc E.B. (2024),2024,0,3
2088,Thekdi S. (2023),2023,2,32
2090,Sanderson J. (2023),2023,1,29
2095,Chen L. (2024),2024,2,23
2096,Qiao W. (2024),2024,1,9
2098,Ge J. (2023),2023,2,8
2099,Sheehan B. (2023),2023,3,23
2100,Dhar S. (2024),2024,0,2
2102,Ghimire S. (2023),2023,1,7
2103,Luo Y. (2024),2024,0,0
2105,Li W. (2024),2024,0,0
2107,Thaha M.M. (2024),2024,0,0
2108,Lin Q. (2024),2024,1,15
2113,Gao L. (2023),2023,0,10
2118,Asadi A. (2024),2024,3,14
2123,Ochiai K. (2023),2023,0,1
2124,Ramdhani T.I. (2024),2024,0,0
2125,Aydin I. (2024),2024,0,2
2127,Qiu K. (2024),2024,0,0
2128,Sirry J. (2024),2024,0,3
2130,Ding Y. (2023),2023,0,4
2131,Patel H. (2024),2024,0,0
2132,Sangeetha M. (2024),2024,0,4
2134,Ahmed B. (2023),2023,0,9
2137,Prashar N. (2023),2023,3,66
2140,Nair V.G. (2024),2024,0,11
2144,Kabir H. (2023),2023,1,5
2145,Rocha B.O. (2024),2024,0,2
2148,Xia H. (2023),2023,13,59
2149,Bukhari M.H. (2023),2023,1,32
2150,Khan S.M. (2023),2023,15,148
2151,Verma G. (2024),2024,0,2
2152,Chen Y. (2023),2023,0,9
2156,Jain T. (2024),2024,0,4
2162,Benedict R. (2024),2024,0,1
2164,Bouabid M. (2024),2024,0,4
2165,Islam M.A. (2023),2023,12,49
2167,Addison L. (2024),2024,1,2
2168,Hummer C. (2024),2024,0,2
2170,Hu X. (2024),2024,0,7
2175,Coopen A. (2024),2024,0,3
2176,Wiguna S. (2024),2024,8,29
2179,Afrin T. (2023),2023,2,9
2180,Blay J. (2024),2024,0,4
2181,Vaddiraju S.C. (2023),2023,1,18
2182,Wang H. (2024),2024,1,5
2185,Ramadhan M.M.L. (2024),2024,1,8
2186,Chang M. (2023),2023,1,14
2190,Moreno-Ibarra M. (2024),2024,0,9
2192,Liu Z.-L. (2023),2023,0,2
2193,Zhang W. (2023),2023,2,25
2194,Portillo A. (2023),2023,1,20
2197,Nasrin T. (2023),2023,2,12
2199,Chen L. (2024),2024,2,10
2204,Jin Y. (2023),2023,0,4
2205,Fujita S. (2024),2024,0,0
2206,Wang Z. (2023),2023,4,17
2209,Demir N. (2024),2024,0,1
2210,Luu C. (2023),2023,2,32
2213,Mathumathi M. (2024),2024,0,3
2215,Liao Y. (2023),2023,12,121
2221,Baloch F. (2023),2023,0,0
2229,Kantarcioglu O. (2023),2023,2,39
2231,van Steenbergen R. (2023),2023,3,35
2232,Ishibashi H. (2024),2024,0,21
2233,AbdelAziz N.M. (2024),2024,0,15
2236,Apostol E.-S. (2024),2024,1,60
2241,Fan X. (2023),2023,2,25
2244,Atsa'am D.D. (2023),2023,0,7
2246,Jain S. (2024),2024,1,2
2249,Ragu Ramalingam N. (2024),2024,0,0
2252,Puthran R. (2024),2024,0,6
2256,Song Z. (2024),2024,0,19
2257,Wan X. (2023),2023,0,8
2259,Vignesh U. (2024),2024,0,0
2261,Dabrowska J. (2023),2023,2,73
2263,Fawakherji M. (2024),2024,0,1
2269,Martinis S. (2024),2024,0,2
2270,Wang H. (2024),2024,1,9
2272,Zander K.K. (2023),2023,1,24
2273,Maheswari E.A.P. (2024),2024,0,4
2274,Chen X. (2024),2024,1,18
2275,Liu J. (2023),2023,1,26
2277,Wei R. (2023),2023,1,12
2280,Gambito M.A. (2024),2024,0,1
2281,Kanungo S. (2023),2023,0,2
2283,Wardhani T.P.M. (2024),2024,0,0
2288,Wee G. (2023),2023,0,14
2289,Mahajan D. (2024),2024,0,1
2292,Kumar M.J. (2024),2024,1,1
2296,Zhao Q. (2024),2024,0,6
2297,Sundarapandi A.M.S. (2023),2023,2,4
2298,Yang Y. (2024),2024,10,65
2300,Ren Z. (2024),2024,2,10
2304,Varshit N.C. (2024),2024,0,0
2305,Qin Z. (2023),2023,4,19
2306,Sultana N. (2024),2024,0,0
2311,More N. (2024),2024,0,0
2312,Ahmadi S.A. (2024),2024,4,25
2313,Yang H. (2024),2024,0,0
2315,Hu J. (2023),2023,0,10
2316,Gao M. (2023),2023,0,0
2317,Ramana J.V. (2024),2024,0,1
2323,Cao W.-G. (2023),2023,4,18
2325,I. Volke M. (2024),2024,0,5
2327,Saleh T. (2023),2023,1,4
2329,Hoang D.-V. (2024),2024,4,45
2331,Mawatwal M. (2024),2024,0,0
2332,Ignjatovic D. (2024),2024,0,7
2334,Garg S. (2024),2024,0,0
2336,Valsamis D. (2024),2024,0,2
2341,Parr J. (2024),2024,0,3
2343,Lu W. (2023),2023,10,50
2345,Liu Y. (2023),2023,1,16
2349,Garg A. (2023),2023,1,1
2350,Yu B. (2024),2024,0,7
2352,Liu Y. (2023),2023,0,3
2353,Zhang S. (2023),2023,1,18
2354,Hapsari N.R. (2024),2024,0,0
2355,Assaf G. (2024),2024,0,1
2357,Teja P.S. (2024),2024,0,1
2358,Yue W. (2023),2023,1,10
2360,Dong A. (2024),2024,6,47
2361,Majumder R. (2023),2023,0,16
2362,Nezhad S.K. (2023),2023,1,9
2363,Gonsoroski E. (2023),2023,0,9
2364,Portales-Julia E. (2023),2023,8,37
2366,Xu Z. (2023),2023,2,8
2368,Shrote P. (2024),2024,1,5
2371,Velev D. (2023),2023,13,50
2372,Zhou X. (2024),2024,0,30
2373,Joshi R. (2024),2024,0,4
2376,Carnevale L. (2023),2023,2,3
2378,Lee Y.J. (2023),2023,2,12
2383,Bhatta S. (2023),2023,7,81
2384,Liu Y. (2023),2023,2,7
2385,Yue W. (2023),2023,3,52
2386,Kim D. (2024),2024,0,0
2387,Ahmed I. (2024),2024,0,2
2388,Xing Z. (2023),2023,0,3
2391,Nie Z. (2023),2023,0,5
2393,Xing Z. (2023),2023,7,86
2397,Chaparro P.A.R. (2024),2024,0,1
2398,Benmakhlouf M. (2023),2023,2,21
2399,Muzoglu N. (2023),2023,0,4
2400,Kantarcioglu O. (2023),2023,1,13
2403,Yar H. (2023),2023,8,133
2404,Wu L. (2023),2023,1,4
2408,Li L. (2023),2023,5,23
2409,Sukmana H.T. (2024),2024,0,4
2410,Yang Y. (2024),2024,0,4
2411,Zolkafli A. (2024),2024,2,12
2412,Rai A.K. (2023),2023,0,0
2415,Xu G. (2024),2024,0,3
2417,Lawson C.T. (2023),2023,0,6
2418,Moghadas M. (2023),2023,2,46
2423,Song M.-S. (2024),2024,0,6
2424,Zhang Y. (2023),2023,2,36
2426,Jayaraman S.K. (2023),2023,1,7
2429,Blaga B.-C.-Z. (2024),2024,0,1
2431,Kumar G.D. (2024),2024,1,9
2433,Bany Abdelnabi A.A. (2024),2024,2,29
2434,Anvitha V. (2024),2024,0,0
2437,Mathana S.K. (2024),2024,0,0
2438,Wang H. (2023),2023,3,35
2443,He Y. (2024),2024,7,45
2444,Chandra N. (2024),2024,0,0
2445,Lu S. (2023),2023,2,19
2446,He Y. (2023),2023,1,10
2447,Hamid H. (2024),2024,0,0
2448,Halder K. (2024),2024,0,13
2449,Chen B. (2024),2024,1,16
2450,Li D. (2024),2024,0,53
2452,Ofli F. (2023),2023,2,11
2453,Mihunov V.V. (2023),2023,4,10
2454,Dou Y. (2024),2024,0,0
2456,Zhai W. (2023),2023,0,10
2458,Kaimakamidis A. (2023),2023,0,0
2459,Ge J. (2024),2024,5,10
2461,Liu W. (2023),2023,0,2
2462,Sha X. (2024),2024,0,4
2463,Pandey N. (2024),2024,0,0
2464,Huang R. (2023),2023,2,20
2465,Savale V. (2024),2024,0,2
2466,Vitale A. (2023),2023,0,3
2467,Cai J. (2023),2023,4,73
2470,Dahdal S. (2024),2024,0,3
2472,Ghadge A. (2023),2023,3,25
2474,Liu C. (2024),2024,0,4
2475,Jiang S. (2024),2024,0,4
2478,Karakas C. (2024),2024,0,0
2479,Xue Z. (2023),2023,7,41
2480,Balaji S. (2024),2024,0,1
2481,Hanny D. (2024),2024,1,7
2482,Jaeyalakshmi M. (2024),2024,0,0
2484,Dai D. (2024),2024,1,25
2486,Zhang A. (2024),2024,2,20
2489,Girisha S. (2023),2023,0,0
2492,Yusri N.A. (2024),2024,1,2
2494,Li M. (2024),2024,6,35
2495,Vasanthi D. (2024),2024,1,1
2496,Bhatta S. (2024),2024,2,21
2498,Mahmud S. (2024),2024,0,5
2499,Raghunathareddy M.V. (2024),2024,0,0
2500,Wieland M. (2023),2023,0,8
2501,Zhang L. (2022),2022,4,37
2502,Kamoji S. (2023),2023,3,7
2503,Kamoji S. (2023),2023,0,3
2504,Al Duhayyim M. (2022),2022,0,16
2506,Shianios D. (2023),2023,1,7
2507,Koshy R. (2023),2023,11,58
2510,Alrayes F.S. (2022),2022,2,50
2514,Park M. (2022),2022,3,49
2516,He Y. (2023),2023,3,10
2517,Choi J. (2022),2022,1,15
2519,Wang X. (2022),2022,6,15
2520,Jackson J. (2023),2023,4,17
2522,Niu C. (2023),2023,2,10
2523,Huang Y. (2023),2023,2,11
2524,Salem M. (2023),2023,0,68
2525,Bao H. (2022),2022,2,32
2527,Garg A. (2023),2023,1,1
2528,Ofli F. (2023),2023,0,1
2529,Yu B. (2022),2022,1,12
2530,Rai A.K. (2023),2023,0,1
2533,Arooj A. (2022),2022,2,30
2534,Guha S. (2022),2022,22,104
2535,Ge J. (2023),2023,13,59
2537,Gao Z. (2022),2022,4,27
2538,Feng Y. (2022),2022,1,28
2541,Liu C. (2023),2023,0,4
2545,Abdi G. (2022),2022,3,12
2547,Alam E. (2023),2023,1,3
2549,Tariq A. (2022),2022,2,82
2550,Yang Z. (2022),2022,1,17
2551,Supriya Y. (2023),2023,4,46
2552,Halder B. (2022),2022,1,30
2553,Chen Y. (2023),2023,4,31
2554,Widjaja C.S. (2022),2022,0,0
2557,Bono C.A. (2023),2023,0,1
2558,Ullah K. (2022),2022,7,135
2560,Yu Z. (2022),2022,4,15
2564,Wang J. (2022),2022,0,14
2565,Agarwal N. (2023),2023,0,26
2566,Li C. (2023),2023,2,11
2569,Bhatta S. (2023),2023,0,1
2573,Pang G. (2022),2022,7,26
2575,Zou L. (2023),2023,0,7
2577,Hasan M.H. (2023),2023,1,35
2580,Chen B. (2022),2022,2,16
2581,Contreras D. (2022),2022,2,18
2582,Ha H. (2022),2022,2,15
2583,Akbarian H. (2022),2022,4,47
2586,Babashli B.H. (2023),2023,0,0
2588,Tian W. (2023),2023,0,15
2589,Wang C. (2023),2023,1,7
2590,Hertel V. (2023),2023,4,43
2593,Zheng X. (2023),2023,5,19
2594,Subha J. (2023),2023,1,2
2595,Shi L. (2023),2023,0,2
2597,Behera M.D. (2022),2022,4,16
2600,Tingzon I. (2023),2023,0,4
2602,Prabhu B.V.B. (2022),2022,2,31
2603,Yang H. (2022),2022,1,16
2605,Kim D. (2022),2022,4,16
2606,Nguyen L. (2022),2022,1,22
2609,Sadiq R. (2023),2023,1,5
2610,Li M. (2022),2022,2,20
2612,Ding Z. (2023),2023,1,3
2613,Nguyen D.T. (2022),2022,0,4
2614,Zheng H. (2022),2022,0,16
2615,Vatresia A. (2023),2023,0,2
2616,Chang M.-J. (2022),2022,0,7
2617,Contreras D. (2022),2022,5,35
2618,Kathiresan C. (2023),2023,3,7
2620,Karakas G. (2023),2023,2,27
2624,Xue C. (2022),2022,1,13
2631,Manimegalai R. (2023),2023,2,5
2633,Sreelakshmi S. (2022),2022,2,62
2635,Puspasari R.L. (2023),2023,3,10
2636,Sweta K. (2022),2022,1,15
2637,Fan H. (2022),2022,2,39
2639,Su H. (2022),2022,0,2
2642,Rasheed Z. (2022),2022,2,44
2646,Adriano B. (2023),2023,2,6
2647,Kurniawan K. (2023),2023,0,2
2648,Singh A. (2023),2023,4,12
2650,Krichen M. (2023),2023,7,17
2656,Munawar H.S. (2022),2022,14,164
2657,Khemaissia S. (2023),2023,0,2
2658,Mastro P. (2022),2022,3,72
2662,Ogunjinmi P.D. (2022),2022,5,55
2664,Safavi F. (2023),2023,8,39
2667,Natarajan Y. (2023),2023,1,3
2668,Tikle S. (2023),2023,0,2
2669,Karimiziarani M. (2023),2023,3,30
2670,Adriano B. (2023),2023,0,6
2671,Chandra N. (2023),2023,0,1
2672,Calton L. (2022),2022,8,27
2674,Su J.-L. (2023),2023,0,2
2675,Tulbure M.G. (2022),2022,2,66
2676,Hasanuzzaman M. (2022),2022,2,50
2678,Seydi S.T. (2023),2023,2,5
2679,Wang Y. (2022),2022,1,6
2680,Takhtkeshha N. (2023),2023,3,25
2684,Wang L. (2023),2023,6,26
2685,Linardos V. (2022),2022,69,270
2687,Putra P.K. (2023),2023,0,1
2688,Tyagi N. (2022),2022,2,2
2689,Khan S.D. (2023),2023,2,27
2690,Thangavel K. (2023),2023,0,28
2692,He X. (2023),2023,10,89
2697,Luo H. (2022),2022,0,10
